"Campaign Name","Mediaplan","Mediaplan Placement","Current value","Campaign Mp Label"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_MEGALATA_THINKY_EVENINGME_FIXED-THINKY","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","ThinkY-MX","","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Mega Lata_ThinkY_Evening Me_Fixed-ThinkY"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITYGDL_AZTECA_EVENINGME_FIXED-AZTECA","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Azteca-MX","","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Red City GDL_Azteca_Evening Me_Fixed-Azteca"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITY_MARVIN_EVENINGME_FIXED-MARVIN","2021_ktbo_kube_Adverity_Mediaplan_Abril-Mexico","Marvin-MX","","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Red City_Marvin_Evening Me_Fixed-Marvin"
"MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Xaxis - Standard Banners-MX","15,532,572","MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_A lo grande_Sizmek_Family Breakfast_CPM-Xaxis - Standard Banners"
"MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_ALOGRANDE_SIZMEK_FAMILYBREAKFAST_CPCV-XAXISPRE-ROLL","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Xaxis Pre-Roll-MX","779,066.00","MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_A lo grande_Sizmek_Family Breakfast_CPCV-Xaxis Pre-Roll"
"MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_GOOGLE-RESERVA_ALOGRANDE_AFFINITYAUDIENCES_CPV","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Google - Reserva-MX","","MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_Google_Google - Reserva_A lo grande_Affinity Audiences_CPV_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_M&MS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","82,724,987","MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_M&Ms_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Cornershop-MX","1,903,332","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Cornershop_Breakfast for One_Fixed-Cornershop"
"MCMMX_2021_MEX_KELLOGGS_CHOCOKRISPIS_SEASONAL_GOOGLE_GOOGLE-RESERVA_ALOGRANDE_AFFINITYAUDIENCES_CPM","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Google - Reserva-MX","","MCMMX_2021_MEX_Kelloggs_Choco Krispis_Seasonal_Google_Google - Reserva_A lo grande_Affinity Audiences_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NUEVOAÑO_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","2,125,311","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Nuevo Año_Facebook_Facebook_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CEREALRELEVANCE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","2,986,584","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Cereal Relevance_Facebook_Facebook_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_CIMMYT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","3,765,639","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_CIMMYT_Facebook_Facebook_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_KELLOGGWINNINGCULTURE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Kellogg Winning Culture_Facebook_Facebook_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_WINNINGBODYANDMINE_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","2,254,752","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Winning Body and Mine_Facebook_Facebook_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","53,670,876","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_ENGAGEMENT_CPE_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","266,594.00","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Facebook and Instagram_Engagement_CPE_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","307,489","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Facebook and Instagram_Website Clicks_CPC_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRA_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Youtube-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Google_Youtube_Extra_Affinity Audiences_CPV_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_NT_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","6,280,163","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_NT_Facebook_Facebook_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_DIADELAFELICIDAD_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","1,339,578","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Dia de la Felicidad_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_CORPORATEAFFAIRS_SEASONAL_BENEFICIOSCEREAL_FACEBOOK_FACEBOOK_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","1,124,732","MCMMX_2021_MEX_Kelloggs_Corporate Affairs_Seasonal_Beneficios Cereal_Facebook_Facebook_Reach_CPM_Family Breakfast"
"MCMMIA_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DIADELAMUJER_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","1,652,058","MCMMIA_2021_MEX_Kelloggs_Masterbrand_Seasonal_Dia de la Mujer_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Instagram-MX","7,444,081","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Instagram_Reach_CPM_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRA_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","5,555,026.00","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra_Facebook_Facebook and Instagram_Video Views_CPCV_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","70,084,984","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","125,055","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Facebook_Facebook and Instagram_Website Clicks_CPC_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","4,568,394.00","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Facebook_Facebook and Instagram_Video Views_CPCV_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_GOOGLE_YOUTUBE_DESPIERTAMUCHOMAS_AFFINITYAUDIENCES_CPV_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Youtube-MX","","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Google_Youtube_Despierta Mucho Mas_Affinity Audiences_CPV_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPM-XAXIS-STANDARDBANNERS","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Xaxis - Standard Banners-MX","24,913,589","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPM-Xaxis - Standard Banners"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_SIZMEK_BREAKFASTFORONE_CPV-XAXISPRE-ROLL","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Xaxis Pre-Roll-MX","3,843,321.00","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Sizmek_Breakfast for One_CPV-Xaxis Pre-Roll"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","27,668,028","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Panaderia_Facebook_Facebook and Instagram_Reach_CPM_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","50,121","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Panaderia_Facebook_Facebook and Instagram_Website Clicks_CPC_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_PANADERIA_FACEBOOK_INSTAGRAM_REACH_CPM_BREAKFASTFORONE","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Instagram-MX","11,551,715","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Panaderia_Facebook_Instagram_Reach_CPM_Breakfast for One"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_DESPIERTAMUCHOMAS_CORNERSHOP_BREAKFASTFORONE_FIXED-CORNERSHOP","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Cornershop-MX","480,294","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Despierta Mucho Mas_Cornershop_Breakfast for One_Fixed-Cornershop"
"MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","290,779,182","MCMMX_2021_MEX_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_FACEBOOK_FACEBOOK_WEBSITECLICKS_CPC_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","358,583","MCMMX_2021_MEX_Kelloggs_Zucaritas_Seasonal_Pura Garra_Facebook_Facebook_Website Clicks_CPC_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Xaxis - Standard Banners-MX","19,613,115","MCMMX_2021_MEX_Kelloggs_Zucaritas_Seasonal_Pura Garra_Sizmek_Family Breakfast_CPM-Xaxis - Standard Banners"
"MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_PURAGARRA_SIZMEK_FAMILYBREAKFAST_CPCV-SUNMEDIA","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Sunmedia-MX","","MCMMX_2021_MEX_Kelloggs_Zucaritas_Seasonal_Pura Garra_Sizmek_Family Breakfast_CPCV-Sunmedia"
"MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPV_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Youtube-MX","","MCMMX_2021_MEX_Kelloggs_Zucaritas_Seasonal_Google_Youtube_Pura Garra_Affinity Audiences_CPV_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_ZUCARITAS_SEASONAL_GOOGLE_YOUTUBE_PURAGARRA_AFFINITYAUDIENCES_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Youtube-MX","","MCMMX_2021_MEX_Kelloggs_Zucaritas_Seasonal_Google_Youtube_Pura Garra_Affinity Audiences_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALWAYSCLOSETOYOU_WETRANSFER_FAMILYBREAKFAST_CPM-WETRANSFER","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","WeTransfer-MX","3,212,583","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Always Close To You_WeTransfer_Family Breakfast_CPM-WeTransfer"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALWAYSCLOSETOYOU_SIZMEK_FAMILYBREAKFAST_CPM-XAXIS-STANDARDBANNERS","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Xaxis - Standard Banners-MX","9,534,333","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Always Close To You_Sizmek_Family Breakfast_CPM-Xaxis - Standard Banners"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_ALWAYSCLOSETOYOU_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","93,331,589","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Always Close To You_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_MASTERBRAND_SEASONAL_HERSHEYS_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_FAMILYBREAKFAST","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","158,215,946","MCMMX_2021_MEX_Kelloggs_Masterbrand_Seasonal_Hersheys_Facebook_Facebook and Instagram_Reach_CPM_Family Breakfast"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_GOOGLE_YOUTUBE_EXTRADELICE_AFFINITYAUDIENCES_CPV_AFTERNOONSNACK","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Youtube-MX","","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Google_Youtube_Extra Delice_Affinity Audiences_CPV_Afternoon Snack"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOK_VIDEOVIEWS_CPCV_AFTERNOONSNACK","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook-MX","423,015.00","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra Delice_Facebook_Facebook_Video Views_CPCV_Afternoon Snack"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_INSTAGRAM_VIDEOVIEWS_CPCV_AFTERNOONSNACK","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Instagram-MX","58,706.00","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra Delice_Facebook_Instagram_Video Views_CPCV_Afternoon Snack"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_AFTERNOONSNACK","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","28","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra Delice_Facebook_Facebook and Instagram_Website Clicks_CPC_Afternoon Snack"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_FACEBOOKANDINSTAGRAM_VIDEOVIEWS_CPCV_AFTERNOONSNACK","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","4,444,293.00","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra Delice_Facebook_Facebook and Instagram_Video Views_CPCV_Afternoon Snack"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_FACEBOOK_INSTAGRAM_REACH_CPM_AFTERNOONSNACK","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Instagram-MX","4,247,712","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra Delice_Facebook_Instagram_Reach_CPM_Afternoon Snack"
"MCMMX_2021_MEX_KELLOGGS_EXTRA_SEASONAL_EXTRADELICE_INCA_AFTERNOONSNACK_FIXED-INCA","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","INCA-MX","808,069","MCMMX_2021_MEX_Kelloggs_Extra_Seasonal_Extra Delice_INCA_Afternoon Snack_Fixed-INCA"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITYGDL_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","7,492,034","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Red City GDL_Facebook_Facebook and Instagram_Reach_CPM_Evening Me"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_EQUITY_AFFINITYAUDIENCES_CPM_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Youtube-MX","","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Google_Youtube_Equity_Affinity Audiences_CPM_Evening Me"
"MCMMIA_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPV_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Youtube-MX","","MCMMIA_2021_MEX_Kelloggs_Pringles_Seasonal_Google_Youtube_Always On_Affinity Audiences_CPV_Evening Me"
"MCMMIA_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_ALWAYSON_AFFINITYAUDIENCES_CPM_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Youtube-MX","","MCMMIA_2021_MEX_Kelloggs_Pringles_Seasonal_Google_Youtube_Always On_Affinity Audiences_CPM_Evening Me"
"MCMMIA_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Facebook and Instagram-MX","43,390,829","MCMMIA_2021_MEX_Kelloggs_Pringles_Seasonal_Always On_Facebook_Facebook and Instagram_Reach_CPM_Evening Me"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_ALWAYSON_SIZMEK_EVENINGME_CPCV-XAXISPRE-ROLL","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Xaxis Pre-Roll-MX","391,792.00","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Always On_Sizmek_Evening Me_CPCV-Xaxis Pre-Roll"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_MEGALATA_THINKY_EVENINGME_FIXED-THINKY","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","ThinkY-MX","14,113,458.00","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Mega Lata_ThinkY_Evening Me_Fixed-ThinkY"
"MCMMX_2021_MEX_KELLOGGS_PRINGLES_SEASONAL_REDCITYGDL_AZTECA_EVENINGME_FIXED-AZTECA","2021_ktbo_kube_Adverity_Mediaplan_Marzo-Mexico","Azteca-MX","250,000.00","MCMMX_2021_MEX_Kelloggs_Pringles_Seasonal_Red City GDL_Azteca_Evening Me_Fixed-Azteca"
"MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_PROMOXBOX_AFFINITYAUDIENCES_CPV_EVENINGME","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Youtube-CO","","MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Google_Youtube_Promo Xbox_Affinity Audiences_CPV_Evening Me"
"MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_YOUTUBE_PROMOXBOX_AFFINITYAUDIENCES_CPM_EVENINGME","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Youtube-CO","","MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Google_Youtube_Promo Xbox_Affinity Audiences_CPM_Evening Me"
"MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_GOOGLE-RESERVA_PROMOXBOX_AFFINITYAUDIENCES_CPM","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Google - Reserva-CO","","MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Google_Google - Reserva_Promo Xbox_Affinity Audiences_CPM_Evening Me"
"MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_REACH_CPM_EVENINGME","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Facebook and Instagram-CO","","MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Promo Xbox_Facebook_Facebook and Instagram_Reach_CPM_Evening Me"
"MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-SPOTIFY-AUDIOAD","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Spotify-Audio ad-CO","","MCMCO_2021_COL_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Spotify-Audio ad"
"MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPM-XAXIS-STANDARDBANNERS","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Xaxis - Standard Banners-CO","","MCMCO_2021_COL_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPM-Xaxis - Standard Banners"
"MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_FACEBOOK_FACEBOOKANDINSTAGRAM_WEBSITECLICKS_CPC_EVENINGME","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Facebook and Instagram-CO","","MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Promo Xbox_Facebook_Facebook and Instagram_Website Clicks_CPC_Evening Me"
"MCMCO_2021_COL_KELLOGGS_PRINGLES_SEASONAL_PROMOXBOX_SIZMEK_EVENINGME_CPV-XAXIS-VIDEO","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","Xaxis - Video-CO","","MCMCO_2021_COL_Kelloggs_Pringles_Seasonal_Promo Xbox_Sizmek_Evening Me_CPV-Xaxis - Video"
"MCMMIA_2021_COL_KELLOGGS_PRINGLES_SEASONAL_GOOGLE_SEM_PROMOXBOX_SEVERAL_CPC_EVENINGME","2021_ktbo_kube_Adverity-Mediaplan_Marzo-PromoXbox","SEM-CO","","MCMMIA_2021_COL_Kelloggs_Pringles_Seasonal_Google_SEM_Promo Xbox_Several_CPC_Evening Me"
